scenario,family,abundance,population,replicate,agent,x,y
patchy_low,patchy,low,32,0,agent_11,4,1
patchy_low,patchy,low,32,0,agent_12,2,0
patchy_low,patchy,low,32,0,agent_13,0,5
patchy_low,patchy,low,32,0,agent_14,8,9
patchy_low,patchy,low,32,0,agent_15,9,8
patchy_low,patchy,low,32,0,agent_16,6,1
patchy_low,patchy,low,32,0,agent_17,9,6
patchy_low,patchy,low,32,0,agent_18,9,4
patchy_low,patchy,low,32,0,agent_19,7,8
patchy_low,patchy,low,32,0,agent_20,0,7
patchy_low,patchy,low,32,0,agent_21,9,0
patchy_low,patchy,low,32,0,agent_22,1,9
patchy_low,patchy,low,32,0,agent_23,6,4
patchy_low,patchy,low,32,0,agent_24,3,6
patchy_low,patchy,low,32,0,agent_25,7,4
patchy_low,patchy,low,32,0,agent_26,5,2
patchy_low,patchy,low,32,0,agent_27,8,6
patchy_low,patchy,low,32,0,agent_28,8,8
patchy_low,patchy,low,32,0,agent_29,1,4
patchy_low,patchy,low,32,0,agent_30,7,8
patchy_low,patchy,low,32,0,agent_31,9,3
centralized_low,centralized,low,4,0,agent_0,9,3
centralized_low,centralized,low,4,0,agent_1,8,3
centralized_low,centralized,low,4,0,agent_2,1,9
centralized_low,centralized,low,4,0,agent_3,4,3
centralized_low,centralized,low,8,0,agent_0,9,3
centralized_low,centralized,low,8,0,agent_1,8,3
centralized_low,centralized,low,8,0,agent_2,1,9
centralized_low,centralized,low,8,0,agent_3,4,3
centralized_low,centralized,low,8,0,agent_4,2,1
centralized_low,centralized,low,8,0,agent_5,0,9
centralized_low,centralized,low,8,0,agent_6,9,4
centralized_low,centralized,low,8,0,agent_7,2,1
centralized_low,centralized,low,16,0,agent_0,9,3
centralized_low,centralized,low,16,0,agent_1,8,3
centralized_low,centralized,low,16,0,agent_2,1,9
centralized_low,centralized,low,16,0,agent_3,4,3
centralized_low,centralized,low,16,0,agent_4,2,1
centralized_low,centralized,low,16,0,agent_5,0,9
centralized_low,centralized,low,16,0,agent_6,9,4
centralized_low,centralized,low,16,0,agent_7,2,1
centralized_low,centralized,low,16,0,agent_8,2,0
centralized_low,centralized,low,16,0,agent_9,6,3
centralized_low,centralized,low,16,0,agent_10,3,4
centralized_low,centralized,low,16,0,agent_11,4,1
centralized_low,centralized,low,16,0,agent_12,2,0
centralized_low,centralized,low,16,0,agent_13,0,5
centralized_low,centralized,low,16,0,agent_14,8,9
centralized_low,centralized,low,16,0,agent_15,9,8
centralized_low,centralized,low,32,0,agent_0,9,3
centralized_low,centralized,low,32,0,agent_1,8,3
centralized_low,centralized,low,32,0,agent_2,1,9
centralized_low,centralized,low,32,0,agent_3,4,3
centralized_low,centralized,low,32,0,agent_4,2,1
centralized_low,centralized,low,32,0,agent_5,0,9
centralized_low,centralized,low,32,0,agent_6,9,4
centralized_low,centralized,low,32,0,agent_7,2,1
centralized_low,centralized,low,32,0,agent_8,2,0
centralized_low,centralized,low,32,0,agent_9,6,3
centralized_low,centralized,low,32,0,agent_10,3,4
centralized_low,centralized,low,32,0,agent_11,4,1
centralized_low,centralized,low,32,0,agent_12,2,0
centralized_low,centralized,low,32,0,agent_13,0,5
centralized_low,centralized,low,32,0,agent_14,8,9
centralized_low,centralized,low,32,0,agent_15,9,8
centralized_low,centralized,low,32,0,agent_16,6,1
centralized_low,centralized,low,32,0,agent_17,9,6
centralized_low,centralized,low,32,0,agent_18,9,4
centralized_low,centralized,low,32,0,agent_19,7,8
centralized_low,centralized,low,32,0,agent_20,0,7
centralized_low,centralized,low,32,0,agent_21,9,0
centralized_low,centralized,low,32,0,agent_22,1,9
centralized_low,centralized,low,32,0,agent_23,6,4
centralized_low,centralized,low,32,0,agent_24,3,6
centralized_low,centralized,low,32,0,agent_25,7,4
centralized_low,centralized,low,32,0,agent_26,5,2
centralized_low,centralized,low,32,0,agent_27,8,6
centralized_low,centralized,low,32,0,agent_28,8,8
centralized_low,centralized,low,32,0,agent_29,1,4
centralized_low,centralized,low,32,0,agent_30,7,8
centralized_low,centralized,low,32,0,agent_31,9,3
decentralized_low,decentralized,low,4,0,agent_0,9,3
decentralized_low,decentralized,low,4,0,agent_1,8,3
decentralized_low,decentralized,low,4,0,agent_2,1,9
decentralized_low,decentralized,low,4,0,agent_3,4,3
decentralized_low,decentralized,low,8,0,agent_0,9,3
decentralized_low,decentralized,low,8,0,agent_1,8,3
decentralized_low,decentralized,low,8,0,agent_2,1,9
decentralized_low,decentralized,low,8,0,agent_3,4,3
decentralized_low,decentralized,low,8,0,agent_4,2,1
decentralized_low,decentralized,low,8,0,agent_5,0,9
decentralized_low,decentralized,low,8,0,agent_6,9,4
decentralized_low,decentralized,low,8,0,agent_7,2,1
decentralized_low,decentralized,low,16,0,agent_0,9,3
decentralized_low,decentralized,low,16,0,agent_1,8,3
decentralized_low,decentralized,low,16,0,agent_2,1,9
decentralized_low,decentralized,low,16,0,agent_3,4,3
decentralized_low,decentralized,low,16,0,agent_4,2,1
decentralized_low,decentralized,low,16,0,agent_5,0,9
decentralized_low,decentralized,low,16,0,agent_6,9,4
decentralized_low,decentralized,low,16,0,agent_7,2,1
decentralized_low,decentralized,low,16,0,agent_8,2,0
decentralized_low,decentralized,low,16,0,agent_9,6,3
decentralized_low,decentralized,low,16,0,agent_10,3,4
decentralized_low,decentralized,low,16,0,agent_11,4,1
decentralized_low,decentralized,low,16,0,agent_12,2,0
decentralized_low,decentralized,low,16,0,agent_13,0,5
decentralized_low,decentralized,low,16,0,agent_14,8,9
decentralized_low,decentralized,low,16,0,agent_15,9,8
decentralized_low,decentralized,low,32,0,agent_0,9,3
decentralized_low,decentralized,low,32,0,agent_1,8,3
decentralized_low,decentralized,low,32,0,agent_2,1,9
decentralized_low,decentralized,low,32,0,agent_3,4,3
decentralized_low,decentralized,low,32,0,agent_4,2,1
decentralized_low,decentralized,low,32,0,agent_5,0,9
decentralized_low,decentralized,low,32,0,agent_6,9,4
decentralized_low,decentralized,low,32,0,agent_7,2,1
decentralized_low,decentralized,low,32,0,agent_8,2,0
decentralized_low,decentralized,low,32,0,agent_9,6,3
decentralized_low,decentralized,low,32,0,agent_10,3,4
decentralized_low,decentralized,low,32,0,agent_11,4,1
decentralized_low,decentralized,low,32,0,agent_12,2,0
decentralized_low,decentralized,low,32,0,agent_13,0,5
decentralized_low,decentralized,low,32,0,agent_14,8,9
decentralized_low,decentralized,low,32,0,agent_15,9,8
decentralized_low,decentralized,low,32,0,agent_16,6,1
decentralized_low,decentralized,low,32,0,agent_17,9,6
decentralized_low,decentralized,low,32,0,agent_18,9,4
decentralized_low,decentralized,low,32,0,agent_19,7,8
decentralized_low,decentralized,low,32,0,agent_20,0,7
decentralized_low,decentralized,low,32,0,agent_21,9,0
decentralized_low,decentralized,low,32,0,agent_22,1,9
decentralized_low,decentralized,low,32,0,agent_23,6,4
decentralized_low,decentralized,low,32,0,agent_24,3,6
decentralized_low,decentralized,low,32,0,agent_25,7,4
decentralized_low,decentralized,low,32,0,agent_26,5,2
decentralized_low,decentralized,low,32,0,agent_27,8,6
decentralized_low,decentralized,low,32,0,agent_28,8,8
decentralized_low,decentralized,low,32,0,agent_29,1,4
decentralized_low,decentralized,low,32,0,agent_30,7,8
decentralized_low,decentralized,low,32,0,agent_31,9,3
fragmented_low,fragmented,low,4,0,agent_0,9,3
fragmented_low,fragmented,low,4,0,agent_1,8,3
fragmented_low,fragmented,low,4,0,agent_2,1,9
fragmented_low,fragmented,low,4,0,agent_3,4,3
fragmented_low,fragmented,low,8,0,agent_0,9,3
fragmented_low,fragmented,low,8,0,agent_1,8,3
fragmented_low,fragmented,low,8,0,agent_2,1,9
fragmented_low,fragmented,low,8,0,agent_3,4,3
fragmented_low,fragmented,low,8,0,agent_4,2,1
fragmented_low,fragmented,low,8,0,agent_5,0,9
fragmented_low,fragmented,low,8,0,agent_6,9,4
fragmented_low,fragmented,low,8,0,agent_7,2,1
fragmented_low,fragmented,low,16,0,agent_0,9,3
fragmented_low,fragmented,low,16,0,agent_1,8,3
fragmented_low,fragmented,low,16,0,agent_2,1,9
fragmented_low,fragmented,low,16,0,agent_3,4,3
fragmented_low,fragmented,low,16,0,agent_4,2,1
fragmented_low,fragmented,low,16,0,agent_5,0,9
fragmented_low,fragmented,low,16,0,agent_6,9,4
fragmented_low,fragmented,low,16,0,agent_7,2,1
fragmented_low,fragmented,low,16,0,agent_8,2,0
fragmented_low,fragmented,low,16,0,agent_9,6,3
fragmented_low,fragmented,low,16,0,agent_10,3,4
fragmented_low,fragmented,low,16,0,agent_11,4,1
fragmented_low,fragmented,low,16,0,agent_12,2,0
fragmented_low,fragmented,low,16,0,agent_13,0,5
fragmented_low,fragmented,low,16,0,agent_14,8,9
fragmented_low,fragmented,low,16,0,agent_15,9,8
fragmented_low,fragmented,low,32,0,agent_0,9,3
fragmented_low,fragmented,low,32,0,agent_1,8,3
fragmented_low,fragmented,low,32,0,agent_2,1,9
fragmented_low,fragmented,low,32,0,agent_3,4,3
fragmented_low,fragmented,low,32,0,agent_4,2,1
fragmented_low,fragmented,low,32,0,agent_5,0,9
fragmented_low,fragmented,low,32,0,agent_6,9,4
fragmented_low,fragmented,low,32,0,agent_7,2,1
fragmented_low,fragmented,low,32,0,agent_8,2,0
fragmented_low,fragmented,low,32,0,agent_9,6,3
fragmented_low,fragmented,low,32,0,agent_10,3,4
fragmented_low,fragmented,low,32,0,agent_11,4,1
fragmented_low,fragmented,low,32,0,agent_12,2,0
fragmented_low,fragmented,low,32,0,agent_13,0,5
fragmented_low,fragmented,low,32,0,agent_14,8,9
fragmented_low,fragmented,low,32,0,agent_15,9,8
fragmented_low,fragmented,low,32,0,agent_16,6,1
fragmented_low,fragmented,low,32,0,agent_17,9,6
fragmented_low,fragmented,low,32,0,agent_18,9,4
fragmented_low,fragmented,low,32,0,agent_19,7,8
fragmented_low,fragmented,low,32,0,agent_20,0,7
fragmented_low,fragmented,low,32,0,agent_21,9,0
fragmented_low,fragmented,low,32,0,agent_22,1,9
fragmented_low,fragmented,low,32,0,agent_23,6,4
fragmented_low,fragmented,low,32,0,agent_24,3,6
fragmented_low,fragmented,low,32,0,agent_25,7,4
fragmented_low,fragmented,low,32,0,agent_26,5,2
fragmented_low,fragmented,low,32,0,agent_27,8,6
fragmented_low,fragmented,low,32,0,agent_28,8,8
fragmented_low,fragmented,low,32,0,agent_29,1,4
fragmented_low,fragmented,low,32,0,agent_30,7,8
fragmented_low,fragmented,low,32,0,agent_31,9,3
